"TITLE"	"SUMMARY"	"URL"	"change"
"[$$] GKN to shut UK helicopter plant with loss of 230 jobs"	"[$$] GKN to shut UK helicopter plant with loss of 230 jobs"	"http://www.ft.com/cms/s/349070aa-acfe-11e6-ba7d-76378e4fef24,s01=1.html?ftcamp=traffic/partner/feed_headline/us_yahoo/auddev"	"N"
"U.S. House votes to bar sales of commercial aircraft to Iran"	"[Reuters] - The U.S. House of Representatives passed a bill on Thursday that would block the sale of commercial aircraft to Iran, a bid to stop sales by Boeing and Airbus that have already been approved by President Barack Obama's administration. The measure would bar U.S. Treasury Department from issuing licenses that U.S. banks would need to finance sales of commercial aircraft, the latest in a series of efforts by congressional Republicans to counteract the international nuclear deal between Iran, the United States and other world powers."	"http://finance.yahoo.com/news/u-house-votes-bar-sales-203257873.html"	"N"
"3 Stocks to Keep You Invested After Retirement"	"3 Stocks to Keep You Invested After Retirement"	"http://www.fool.com/investing/2016/11/18/3-stocks-to-keep-you-invested-after-retirement.aspx?source=yahoo-2-news&utm_campaign=article&utm_medium=feed&utm_source=yahoo-2-news"	"N"
"U.S. weather satellite that is 'a quantum leap' poised for launch"	"U.S. weather satellite that is 'a quantum leap' poised for launch"	"http://sg.finance.yahoo.com/news/u-weather-satellite-quantum-leap-182021366.html"	"N"
"Business Watch"	"Business Watch"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Y7zfggVhVi8/business-watch-20161118-00786"	"N"
"U.S. Rep. Rick Larsen blasts House vote to shoot down Boeing's huge Iran deal"	"U.S. Rep. Rick Larsen blasts House vote to shoot down Boeing's huge Iran deal"	"http://www.bizjournals.com/seattle/news/2016/11/18/rick-larsen-house-vote-iran-boeing-deal.html?ana=yahoo"	"N"
"Will President Trump Break President Obama's Mars Promise?"	"I still have the same sense of wonder about our space program that I did as a child It represents an essential part of our character curiosity and exploration innovation and ingenuity pushing the boundaries of what s possible and doing it before anybody else"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OPY_rlP6igM/will-president-trump-break-president-obamas-mars-promise-cm711690"	"N"
"3 Stocks to Keep You Invested After Retirement"	"Many retirees think that they should sell off their stock portfolios after they retire It s true that the shorter time horizon that most retirees adopt in their investing calls for more conservative asset allocations but especially in today s low rate environment retirees can t count"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/uuTCUayEp6E/3-stocks-to-keep-you-invested-after-retirement-cm711321"	"N"
"4 Trades to Fly Higher with Boeing"	"4 Trades to Fly Higher with Boeing"	"http://finance.yahoo.com/tumblr/blog-4-trades-to-fly-higher-with-boeing-130103845.html"	"N"
"McDonald''s Coffee Now Served On WestJet Flights"	"McDonald''s Coffee Now Served On WestJet Flights"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1rU1UZsiFNA/mcdonalds-coffee-now-served-on-westjet-flights-20161121-00674"	"N"
"After-hours buzz: PANW, BA, JACK & more"	"[at CNBC] - These are the stocks posting the largest moves after the bell on Monday, including: Palo Alto Networks, Boeing, Jack in the Box and more."	"http://www.cnbc.com/id/104122130?__source=yahoo%7cfinance%7cheadline%7cheadline%7cstory&par=yahoo&doc=104122130"	"N"
"What Can We Expect From Boeing Under Trump's Presidency"	"The U S is still recovering from one of the biggest political upsets in U S history Most investors expected a complete meltdown in the aftermath as markets tumbled after Trump s victory became evident However this wasn t the case at all Stocks actually rallied 160 upwards after the"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/_n6dxSH4g1A/what-can-we-expect-from-boeing-under-trumps-presidency-cm712376"	"N"
"Boeing Taps GE Executive to Lead Aircraft Arm -- 2nd Update"	"Boeing Taps GE Executive to Lead Aircraft Arm -- 2nd Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/iAW8hC--_AU/boeing-taps-ge-executive-to-lead-aircraft-arm--2nd-update-20161121-01150"	"N"
"Boeing taps GE exec to lead airplanes unit, focus on services"	"Boeing taps GE exec to lead airplanes unit, focus on services"	"http://finance.yahoo.com/news/boeing-taps-ge-exec-lead-003949292.html"	"N"
"Boeing taps GE exec to head aeroplanes unit as part of services push"	"Boeing taps GE exec to head aeroplanes unit as part of services push"	"http://sg.finance.yahoo.com/news/boeing-taps-ge-exec-lead-004039899.html"	"N"
"Canada Taps Boeing''s Super Hornets in Fleet Overhaul"	"Canada Taps Boeing''s Super Hornets in Fleet Overhaul"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/TwxWBJTn8S4/canada-taps-boeings-super-hornets-in-fleet-overhaul-20161122-00975"	"N"
"Boeing Appoints GE''s Executive McAllister As CEO Of Commercial Airplanes"	"Boeing Appoints GE''s Executive McAllister As CEO Of Commercial Airplanes"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/h48b68aJeD8/boeing-appoints-ges-executive-mcallister-as-ceo-of-commercial-airplanes-20161121-01180"	"N"
"Economic Growth May Rise in 2017 -- Mizuho Economists"	"Economic Growth May Rise in 2017 -- Mizuho Economists"	"https://www.thestreet.com/story/13901001/1/economic-growth-may-rise-in-2017-mizuho-economists.html?puc=yahoo&cm_ven=YAHOO"	"N"
"[$$] Boeing Taps GE Executive to Lead Aircraft Arm"	"[$$] Boeing Taps GE Executive to Lead Aircraft Arm"	"http://www.wsj.com/articles/boeing-names-kevin-mcallister-new-head-of-commercial-aircraft-unit-1479765888?mod=yahoo_hs"	"N"
"Boeing taps GE exec to head airplanes unit as part of services push"	"Boeing taps GE exec to head airplanes unit as part of services push"	"http://finance.yahoo.com/news/boeing-taps-ge-exec-lead-003819769.html"	"N"
"Boeing Names Kevin McAllister New Head of Commercial Aircraft Unit"	"Boeing Names Kevin McAllister New Head of Commercial Aircraft Unit"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/5EHKszVYz9c/boeing-names-kevin-mcallister-new-head-of-commercial-aircraft-unit-20161121-01086"	"N"
"Canada Taps Boeing''s Super Hornets in Fleet Overhaul -- Update"	"Canada Taps Boeing''s Super Hornets in Fleet Overhaul -- Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/7Lh9tyH5zmw/canada-taps-boeings-super-hornets-in-fleet-overhaul--update-20161122-00952"	"N"
"Boeing Taps GE Veteran for Jet Unit as CEO Extends Shake-Up"	"Boeing Taps GE Veteran for Jet Unit as CEO Extends Shake-Up"	"http://www.bloomberg.com/news/articles/2016-11-21/boeing-names-new-commercial-airplanes-chief-to-replace-conner?cmpid=yhoo.headline"	"N"
"Boeing names GE's Kevin McAllister CEO, commercial airplanes"	"Boeing names GE's Kevin McAllister CEO, commercial airplanes"	"http://finance.yahoo.com/news/boeing-names-ges-kevin-mcallister-220514229.html"	"N"
"Boeing Shakeup to Ripple Through Supply Chain"	"Boeing Shakeup to Ripple Through Supply Chain"	"https://www.thestreet.com/story/13902632/1/boeing-shakeup-to-ripple-through-supply-chain.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Todd Buchholz: Trump should take a hard line with China"	"Todd Buchholz: Trump should take a hard line with China"	"http://finance.yahoo.com/video/todd-buchholz-trump-hard-line-143519267.html"	"N"
"Boeing Aircraft Unit Hires GE Executive -- WSJ"	"Boeing Aircraft Unit Hires GE Executive -- WSJ"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/0WWCiYAgMeg/boeing-aircraft-unit-hires-ge-executive--wsj-20161122-00059"	"N"
"Jefferies Makes Another Huge Addition to Franchise Picks Stocks Portfolio"	"Jefferies Makes Another Huge Addition to Franchise Picks Stocks Portfolio"	"http://247wallst.com/investing/2016/11/22/jefferies-makes-another-huge-addition-to-franchise-picks-stocks-portfolio/"	"N"
"Boeing Appoints GE's Executive McAllister As CEO Of Commercial Airplanes"	"Boeing Appoints GE's Executive McAllister As CEO Of Commercial Airplanes"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/J7cvLtSTWvc/boeing-appoints-ges-executive-mcallister-as-ceo-of-commercial-airplanes-20161121-01181"	"N"
"Airbus Says U.S. Approves More Plane Deliveries to Iran"	"Airbus Says U.S. Approves More Plane Deliveries to Iran"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/QJAJZjPhfTY/airbus-says-us-approves-more-plane-deliveries-to-iran-20161122-00857"	"N"
"Boeing Forecasts Demand for 3,860 New Airplanes in Southeast Asia; 1,020 in Oceania"	"[at noodls] - MANILA, Nov. 18, 2016 - Boeing presented its Current Market Outlook for the Southeast Asia and Oceania regions today during the Association of Asia Pacific Airlines' 60 annual Assembly of Presidents ..."	"http://www.publicnow.com/view/A994DD102528A1E376B2A73633A9ED67B8B0A579"	"N"
"Boeing Taps GE Executive to Lead Aircraft Arm -- Update"	"Boeing Taps GE Executive to Lead Aircraft Arm -- Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/2wntljsFAaE/boeing-taps-ge-executive-to-lead-aircraft-arm--update-20161121-01113"	"N"
"Boeing Taps GE Executive to Lead Aircraft Arm"	"Boeing Taps GE Executive to Lead Aircraft Arm"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/AWX0i_GxdmA/boeing-taps-ge-executive-to-lead-aircraft-arm-20161121-01092"	"N"
"Boeing names McAllister to head comm. airplane unit"	"Boeing names McAllister to head comm. airplane unit"	"http://finance.yahoo.com/video/boeing-names-mcallister-head-comm-214800950.html"	"N"
"Boeing Commercial Airplanes CEO Ray Conner set to retire and replacement named"	"Boeing Commercial Airplanes CEO Ray Conner set to retire and replacement named"	"http://www.bizjournals.com/seattle/news/2016/11/21/boeing-commercial-airplane-ceo-ray-conner-set-to.html?ana=yahoo"	"N"
"Dow tops 19,000 as retailers lead stocks to new records"	"Dow tops 19,000 as retailers lead stocks to new records"	"http://finance.yahoo.com/news/consumer-companies-lead-us-stocks-145730773.html"	"N"
"Pakistan International Airlines weighs Boeing, Airbus aircraft orders"	"Pakistan International Airlines weighs Boeing, Airbus aircraft orders"	"http://finance.yahoo.com/news/pakistan-international-airlines-weighs-boeing-075828032.html"	"N"
"Canada Plans Purchase of 18 Boeing Super Hornet Aircraft"	"Canada Plans Purchase of 18 Boeing Super Hornet Aircraft"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/5o_KfGNPO_E/canada-plans-purchase-of-18-boeing-super-hornet-aircraft-20161122-00903"	"N"
"Hengistbury Unloads Boeing (BA), Holds Steady On Big Q3 Gainers Charter (CHTR), LivaNova (LIVN)"	"Hengistbury Unloads Boeing (BA), Holds Steady On Big Q3 Gainers Charter (CHTR), LivaNova (LIVN)"	"http://www.insidermonkey.com/blog/hengistbury-unloads-boeing-ba-holds-steady-on-big-q3-gainers-charter-chtr-livanova-livn-487415/"	"N"
"Stocks Open Higher, Get Lift From Metals, Mining, Global Markets"	"Stocks Open Higher, Get Lift From Metals, Mining, Global Markets"	"http://www.investors.com/market-trend/stock-market-today/stock-futures-get-lift-from-metals-mining-global-markets/"	"N"
"Boeing Names New Senior Leaders, Launches Integrated Services Business"	"[PR Newswire] - CHICAGO, Nov. 21, 2016 /PRNewswire/ -- Boeing Chairman, President and CEO Dennis Muilenburg today named Kevin G. McAllister president and CEO of Boeing Commercial Airplanes, succeeding company Vice Chairman Ray Conner in that role. Muilenburg also appointed Stanley A. Deal president and CEO of Boeing Global Services, a new business unit to be formed from the customer services groups within the company's existing commercial airplanes and defense, space and security business units."	"http://finance.yahoo.com/news/boeing-names-senior-leaders-launches-214500822.html"	"N"
"Canada to order 18 Boeing Super Hornet fighter jets"	"[AFP] - Canada plans to order 18 Boeing F/A-18 Super Hornet fighter jets while seeking offers to update the rest of its aging combat fleet, Defense Minister Harjit Sajjan announced Tuesday. Sajjan said Canada will remain a partner in the development program of Lockheed Martin's F-35 stealth fighter jet, even as it looks for a replacement for its aging CF-18s. Canada had ordered 65 F-35 stealth fighters in 2010, but Prime Minister Justin Trudeau scrapped the deal because of sky-rocketing costs."	"http://au.finance.yahoo.com/news/canada-order-18-boeing-super-084746360.html"	"N"
"Can DJIA Still Rise to 19,700 by End of 2016?"	"Can DJIA Still Rise to 19,700 by End of 2016?"	"http://247wallst.com/investing/2016/11/22/can-djia-still-rise-to-19700-by-end-of-2016/"	"N"
"Wall Street Seeks To Extend Gains"	"Wall Street Seeks To Extend Gains"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Zdz8nuU8a6w/wall-street-seeks-to-extend-gains-20161122-00276"	"N"
"Boeing names GE's McAllister CEO, commercial airplanes"	"Boeing names GE's McAllister CEO, commercial airplanes"	"http://finance.yahoo.com/news/boeing-names-ges-kevin-mcallister-220818135.html"	"N"
"CTT Systems Announces Zonal Drying<U+0099> Order for 7 Boeing 737NG-800s."	"[at noodls] - CTT Systems AB ('CTT'), the market leader in aircraft humidity control systems, announces a Zonal Drying<U+393C><U+3E39> order for 7 Boeing 737NG-800 to be line fitted in new aircraft, with deliveries between March 2017 ..."	"http://www.publicnow.com/view/BC7BA419B5CFC5E753F2B7CF9E68AB27060BC134"	"N"
"NTSB Cites Pilot Actions in October Runway Accident Involving Pence Plane"	"NTSB Cites Pilot Actions in October Runway Accident Involving Pence Plane"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/kjQCqVuTcbs/ntsb-cites-pilot-actions-in-october-runway-accident-involving-pence-plane-20161122-00967"	"N"
"What the Executive Changes at Boeing Are All About"	"What the Executive Changes at Boeing Are All About"	"http://247wallst.com/aerospace-defense/2016/11/22/what-the-executive-changes-at-boeing-are-all-about/"	"N"
"[$$] Boeing Taps GE Executive to Lead Aircraft Arm"	"[$$] Boeing Taps GE Executive to Lead Aircraft Arm"	"http://www.wsj.com/articles/boeing-names-kevin-mcallister-new-head-of-commercial-aircraft-unit-1479765888?ru=yahoo?mod=yahoo_itp"	"N"
"BOEING CO Files SEC form 8-K, Change in Directors or Principal Officers"	"BOEING CO Files SEC form 8-K, Change in Directors or Principal Officers"	"http://biz.yahoo.com/e/161121/ba8-k.html"	"N"
"Bell-Boeing JV Wins $267M Navy Deal for CV-22, MV-22 Jets"	"Bell-Boeing JV Wins $267M Navy Deal for CV-22, MV-22 Jets"	"http://finance.yahoo.com/news/bell-boeing-jv-wins-267m-131401895.html"	"N"
"Dow closes above 19,000 for the first time"	"Dow closes above 19,000 for the first time"	"http://uk.finance.yahoo.com/news/dow-closes-above-19-000-211627421.html"	"N"
"[$$] NTSB Cites Pilot Actions in Runway Accident Involving Pence Plane"	"[$$] NTSB Cites Pilot Actions in Runway Accident Involving Pence Plane"	"http://www.wsj.com/articles/ntsb-cites-pilot-actions-in-october-runway-accident-involving-pence-plane-1479846648?mod=yahoo_hs"	"N"
"US Market Indexes Continue to Gain"	"US Market Indexes Continue to Gain"	"http://finance.yahoo.com/news/us-market-indexes-continue-gain-220147941.html"	"N"
"The 3 Best REITs to Buy Under the Trump Presidency"	"InvestorPlace InvestorPlace Stock Market News Stock Advice amp Trading Tips With the presidential election decided it s time to take a look at some sectors to see which stocks might offer opportunities to profit Certainly one has to look at real estate"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/BoiskCZ2a7c/the-3-best-reits-to-buy-under-the-trump-presidency-cm712972"	"N"
"Canada to order 18 Boeing Super Hornet fighter jets"	"Canada to order 18 Boeing Super Hornet fighter jets"	"http://uk.finance.yahoo.com/news/canada-order-18-boeing-super-184746895.html"	"N"
"A Brighter Future Lies Ahead For Boeing"	"A Brighter Future Lies Ahead For Boeing"	"http://www.forbes.com/sites/greatspeculations/2016/11/22/a-brighter-future-lies-ahead-for-boeing/?utm_source=yahoo&utm_medium=partner&utm_campaign=yahootix&partner=yahootix"	"N"
"A pilot strike could complicate Amazon's holiday deliveries"	"A pilot strike could complicate Amazon's holiday deliveries"	"http://www.bizjournals.com/seattle/news/2016/11/22/pilot-strike-at-major-amazon-contractor-could.html?ana=yahoo"	"N"
"Amazon''s Holiday Deliveries Face Turbulence From Pilot Strike"	"Amazon''s Holiday Deliveries Face Turbulence From Pilot Strike"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/3V0RuJxI0LM/amazons-holiday-deliveries-face-turbulence-from-pilot-strike-20161122-01222"	"N"
"Fiji Airways orders five new Boeing 737s"	"Fiji Airways orders five new Boeing 737s"	"http://sg.finance.yahoo.com/news/fiji-airways-orders-five-boeing-045759077.html"	"N"
"Canada looks to buy 18 Super Hornet jets on interim basis"	"Canada looks to buy 18 Super Hornet jets on interim basis"	"http://sg.finance.yahoo.com/news/canada-looks-buy-18-super-182602225.html"	"N"
"Fiji Airways Announces Its Commitment To Purchase Five Boeing 737 MAX 8s"	"Fiji Airways Announces Its Commitment To Purchase Five Boeing 737 MAX 8s"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/mOZx7NNDUDI/fiji-airways-announces-its-commitment-to-purchase-five-boeing-737-max-8s-20161122-01227"	"N"
"Durable Goods Rise, Thanksgiving Costs Fall"	"Durable Goods Rise, Thanksgiving Costs Fall"	"http://finance.yahoo.com/news/durable-goods-rise-thanksgiving-costs-151403220.html"	"N"
"Bell-Boeing JV Wins $267M Navy Deal for CV-22, MV-22 Jets"	"Bell Boeing the strategic joint venture JV between aircraft major The Boeing Company BA and diversified U S conglomerate Textron Inc s TXT wholly owned subsidiary Bell Helicopter recently secured a modification contract worth 267 3 million Work related to this deal is scheduled"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Dg9cII8Glxc/bell-boeing-jv-wins-267m-navy-deal-for-cv-22-mv-22-jets-cm713181"	"N"
"Canada seeks to buy Boeing jets as interim defense measure"	"[Reuters] - Canada on Thursday unveiled plans to buy 18 Boeing Corp Super Hornets as a stop-gap measure while it prepared an open five-year competition to replace its aging fleet of fighter jets. Procurement Minister Judy Foote told a news conference the government would launch immediate talks with Boeing for the Super Hornets, in a victory for the U.S. plane maker if the order goes ahead. One defense contractor said the choice could be interpreted as giving Boeing a long-term advantage but Foote, speaking in a phone interview, later said Ottawa would run a real, open, transparent competition where any firm could compete."	"http://finance.yahoo.com/news/canada-reveal-decision-fighter-jets-172352654.html"	"N"
"Chu: We're at the worst levels so far today"	"Chu: We're at the worst levels so far today"	"http://finance.yahoo.com/video/chu-were-worst-levels-far-162300661.html"	"N"
"U.S. grants second Airbus license to sell planes to Iran"	"[Reuters] - The United States said on Tuesday it had issued a second license to France's Airbus to sell commercial planes to Iran Air, bringing Iran's flag carrier a step closer to receiving new Western jets under last year's deal to ease sanctions. The move in the waning months of Democratic President Barack Obama's administration to further unlock jetliner sales to Iran prompted complaints from Republicans in Congress and is likely to raise the ire of President-elect Donald Trump. Trump has said he would dismantle the 2015 international nuclear deal with Iran, which includes a measure allowing U.S. and European companies to sell Iran civilian aircraft."	"http://finance.yahoo.com/news/u-grants-second-airbus-license-210228651.html"	"N"
"Boeing<U+0092>s Super Hornet Gets Boost as Canada Plans to Buy 18"	"Boeing<U+0092>s Super Hornet Gets Boost as Canada Plans to Buy 18"	"http://www.bloomberg.com/news/articles/2016-11-22/canada-announces-plan-to-purchase-18-new-boeing-super-hornets-ivtu6qg5?cmpid=yhoo.headline"	"N"
"Canada Taps Boeing''s Super Hornets in Fleet Overhaul -- 2nd Update"	"Canada Taps Boeing''s Super Hornets in Fleet Overhaul -- 2nd Update"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/bruIARFm3So/canada-taps-boeings-super-hornets-in-fleet-overhaul--2nd-update-20161122-01191"	"N"
"Durable Goods Orders Soar 4.8%; Jobless Claims Rise But Still Low"	"Durable Goods Orders Soar 4.8%; Jobless Claims Rise But Still Low"	"http://www.investors.com/news/economy/durable-goods-orders-soar-4-8-jobless-claims-rise-but-still-low/"	"N"
"Boeing Co. Gets Serious About Services"	"Over the past year Boeing NYSE BA has started to talk about its services business as a key priority for growth over the next decade The aerospace giant hopes to roughly triple its support and services revenue to 50 billion by 2025 On Monday Boeing showed just how serious it"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/kYQqyehwCWg/boeing-co-gets-serious-about-services-cm713052"	"N"
"Strong Global Demand for Boeing Chinook Helicopters sets Huneed on a Runway to A"	"[at noodls] - ccelerated Growth 'Huneed, the sole global supplier of Chinook helicopter electrical panels, was awarded an additional $4.5M work package ahead of planned time frame' Songdo, Korea, November 23, 2016-This ..."	"http://www.publicnow.com/view/4B43F24376D9A89B94379FD522A51BF18AB4EA23"	"N"
"U.S. Durable Goods Post Biggest Jump in a Year"	"U.S. Durable Goods Post Biggest Jump in a Year"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/OqWbS-8eaT4/us-durable-goods-post-biggest-jump-in-a-year-20161123-00373"	"N"
"Amazon''s Holiday Deliveries Face Disruption From Pilot Strike"	"Amazon''s Holiday Deliveries Face Disruption From Pilot Strike"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/7MuAioU1AJg/amazons-holiday-deliveries-face-disruption-from-pilot-strike-20161122-01261"	"N"
"Pakistan's PIA considers Boeing, Airbus jets for fleet upgrade"	"Pakistan's PIA considers Boeing, Airbus jets for fleet upgrade"	"http://finance.yahoo.com/news/pakistan-international-airlines-weighs-boeing-085157021.html"	"N"
"Boeing Co. Gets Serious About Services"	"Boeing Co. Gets Serious About Services"	"http://www.fool.com/investing/2016/11/22/boeing-co-gets-serious-about-services.aspx?source=yahoo-2&utm_campaign=article&utm_medium=feed&utm_source=yahoo-2"	"N"
"Boeing Roundup: Jobs coming to St. Louis, fighter jet sales approved"	"Boeing Roundup: Jobs coming to St. Louis, fighter jet sales approved"	"http://www.bizjournals.com/chicago/news/2016/11/22/boeing-roundup-jobs-st-louis-fighter-jet-sales.html?ana=yahoo"	"N"
"Airbus to fly biggest A350 in battle of big twinjets"	"Airbus to fly biggest A350 in battle of big twinjets"	"http://sg.finance.yahoo.com/news/airbus-fly-biggest-a350-battle-124309626.html"	"N"
"Verizon, Home Depot Dominate DJIA Tuesday"	"Verizon, Home Depot Dominate DJIA Tuesday"	"http://finance.yahoo.com/news/verizon-home-depot-dominate-djia-210101576.html"	"N"
"Boeing Appoints Kevin McAllister as Commercial Airlines CEO"	"Boeing BA shares were up over 1 Tuesday after the company said it appointed Kevin McAllister as CEO of its Commercial Airplanes unit succeeding Ray Conner who will continue to serve as vice chairman through 2017 Boeing BA shares were up over 1 Tuesday after the company said"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/qEQTPJuEfUw/boeing-appoints-kevin-mcallister-as-commercial-airlines-ceo-cm712796"	"N"
"Infineon Sees Q4 Operating Profit Slip, Boosts 2017 Margin Forecast"	"Infineon Sees Q4 Operating Profit Slip, Boosts 2017 Margin Forecast"	"https://www.thestreet.com/story/13903546/1/infinenon-sees-q4-operating-profit-slip-boosts-2017-margin-forecast.html?puc=yahoo&cm_ven=YAHOO"	"N"
"U.S. Durable Goods Orders Spike Amid Jump In Demand For Commercial Aircraft"	"U.S. Durable Goods Orders Spike Amid Jump In Demand For Commercial Aircraft"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/1RN1h9ajipM/us-durable-goods-orders-spike-amid-jump-in-demand-for-commercial-aircraft-20161123-00384"	"N"
"Boeing Statement on Fiji Airways' Intent to Purchase 737 MAX 8s"	"[at noodls] - SUVA, Fiji, Nov. 22, 2016/PRNewswire/ -- Boeing is pleased that Fiji Airways has announced its commitment to purchase five 737 MAX 8s. ... This is an abstract of the original noodl. To continue ..."	"http://www.publicnow.com/view/D4A4D0651B54248D06A12AF98161F17A1F10C525"	"N"
"<U+200B>Report: Airbus given U.S. license for Iran sales"	"<U+200B>Report: Airbus given U.S. license for Iran sales"	"http://www.bizjournals.com/wichita/news/2016/11/22/report-airbus-given-u-s-license-for-iran-sales.html?ana=yahoo"	"N"
"Airbus says US clears more plane deliveries to Iran Air"	"Airbus says US clears more plane deliveries to Iran Air"	"http://uk.finance.yahoo.com/news/airbus-says-us-clears-more-204727545.html"	"N"
"Boeing, GM, 2 Other High-Yield Stocks Want to Pay You More"	"Boeing, GM, 2 Other High-Yield Stocks Want to Pay You More"	"https://www.thestreet.com/story/13903404/1/boeing-gm-2-other-high-yield-stocks-want-to-pay-you-more.html?puc=yahoo&cm_ven=YAHOO"	"N"
"Boeing Delivers 10th 787 Dreamliner to Vietnam Airlines"	"[PR Newswire] - NORTH CHARLESTON, S.C., Nov. 25, 2016 /PRNewswire/ -- Boeing and Vietnam Airlines celebrated the delivery of the flag carrier's 10 th 787-9 Dreamliner today. Vietnam Airlines is proud ..."	"http://finance.yahoo.com/news/boeing-delivers-10th-787-dreamliner-112700532.html"	"N"
"Turkey's Pegasus may postpone Boeing deliveries as costs weigh, CEO says"	"Turkey's Pegasus may postpone Boeing deliveries as costs weigh, CEO says"	"http://sg.finance.yahoo.com/news/turkeys-pegasus-may-postpone-boeing-121345906.html"	"N"
"Defense Stock Roundup: Lockheed Martin Scores Big; Boeing, Textron, General Dynamics Make a Mark"	"With Donald Trump considering James Mattis as the new defense secretary securities in the Aerospace and Defense sector scaled higher last week buoyed by the reputation the retired U S Marine Corps General has in Capitol Hill In addition to this a generous flow of contracts from the"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/CDeKYCQli94/defense-stock-roundup-lockheed-martin-scores-big-boeing-textron-general-dynamics-make-a-mark-cm713659"	"N"
"Airbus chief more confident on A350 delivery goal"	"Airbus chief more confident on A350 delivery goal"	"http://uk.finance.yahoo.com/news/airbus-chief-more-confident-a350-181055437.html"	"N"
"BUSINESS Watch -- WSJ"	"BUSINESS Watch -- WSJ"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/beDH2BAvC3E/business-watch--wsj-20161125-00032"	"N"
"US Market Indexes Continue to Gain"	"U S market indexes were higher on Tuesday continuing to reach new highs For the day the Dow Jones Industrial Average closed at 9 87 for a gain of 67 8 points or 5 The S amp P 5 closed at 94 for a gain of 4 76 points or The Nasdaq Composite closed at 5 86 5 for a gain"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/IHSbRaYhRvw/us-market-indexes-continue-to-gain-cm713421"	"N"
"Berenberg Rated Goodyear Tire & Rubber Company as a <U+0091>Buy<U+0092>"	"Berenberg Rated Goodyear Tire & Rubber Company as a <U+0091>Buy<U+0092>"	"http://marketrealist.com/2016/11/berenberg-rated-goodyear-tire-rubber-company-as-a-buy/?utm_source=yahoo&utm_medium=feed"	"N"
"Boeing Delivers 10th 787 Dreamliner To Vietnam Airlines"	"Boeing Delivers 10th 787 Dreamliner To Vietnam Airlines"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/lvB6Q5ndGIw/boeing-delivers-10th-787-dreamliner-to-vietnam-airlines-20161125-00078"	"N"
"Boeing (BA) Hits 52-Week High on Steady Flow of Contracts"	"Boeing (BA) Hits 52-Week High on Steady Flow of Contracts"	"http://finance.yahoo.com/news/boeing-ba-hits-52-week-135701568.html"	"N"
"Ghost airplane attends banquet for new Airbus jet"	"Ghost airplane attends banquet for new Airbus jet"	"http://sg.finance.yahoo.com/news/ghost-airplane-attends-banquet-airbus-202510451.html"	"N"
"Airbus Sticks to Production Plan as Newest A350 Takes to Sky"	"Airbus Sticks to Production Plan as Newest A350 Takes to Sky"	"http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/TEmkSq7TUEk/airbus-sticks-to-production-plan-as-newest-a350-takes-to-sky-20161124-00228"	"N"
